B9J08_003268	CJI97_003343
B9J08_004623	CJI97_004829
B9J08_002442	CJI97_001986
B9J08_000283	CJI97_000284
B9J08_002019	CJI97_002210
B9J08_004776	CJI97_004676
B9J08_000238	CJI97_000239
B9J08_001159	CJI97_001447
B9J08_004749	CJI97_004703
B9J08_001649	CJI97_001661
B9J08_001866	CJI97_002527
B9J08_004931	CJI97_005015
B9J08_001140	CJI97_001466
B9J08_001811	CJI97_002472
B9J08_005128	CJI97_005212
B9J08_001184	CJI97_001422
B9J08_002902	CJI97_002976
B9J08_000449	CJI97_000449
B9J08_001090	CJI97_001516
B9J08_004652	CJI97_004800
B9J08_005547	CJI97_004537
B9J08_002730	CJI97_002783
B9J08_001706	CJI97_002368
B9J08_004302	CJI97_004364
B9J08_004442	CJI97_004506
B9J08_005480	CJI97_005563
B9J08_000143	CJI97_000148
B9J08_000483	CJI97_000483
B9J08_005580	CJI97_003276
B9J08_003281	CJI97_003356
B9J08_004381	CJI97_004444
B9J08_004090	CJI97_004158
B9J08_001085	CJI97_001521
B9J08_003447	CJI97_003521
B9J08_001171	CJI97_001435
B9J08_002949	CJI97_003022
B9J08_003805	CJI97_003877
B9J08_003916	CJI97_004105
B9J08_004925	CJI97_005009
B9J08_004683	CJI97_004769
B9J08_002884	CJI97_002940
B9J08_004756	CJI97_004696
B9J08_001032	CJI97_001052
B9J08_003372	CJI97_003447
B9J08_000516	CJI97_000518
B9J08_002174	CJI97_001607
B9J08_002956	CJI97_003029
B9J08_002600	CJI97_002654
B9J08_004279	CJI97_004342
B9J08_004370	CJI97_004433
B9J08_003992	CJI97_004031
B9J08_001946	CJI97_002608
B9J08_004691	CJI97_004761
B9J08_002386	CJI97_001931
B9J08_002799	CJI97_002854
B9J08_003470	CJI97_003544
B9J08_001772	CJI97_002433
B9J08_004496	CJI97_004956
B9J08_004015	CJI97_004008
B9J08_002100	CJI97_002291
B9J08_002657	CJI97_002710
B9J08_004012	CJI97_004011
B9J08_003481	CJI97_003555
B9J08_004354	CJI97_004417
B9J08_005289	CJI97_005373
B9J08_001274	CJI97_001332
B9J08_000500	CJI97_000501
B9J08_004852	CJI97_004600
B9J08_003326	CJI97_003401
B9J08_004877	CJI97_004575
B9J08_002776	CJI97_002831
B9J08_003440	CJI97_003514
B9J08_000502	CJI97_000503
B9J08_001708	CJI97_002370
B9J08_004416	CJI97_004479
B9J08_003757	CJI97_003831
B9J08_001429	CJI97_001174
B9J08_004682	CJI97_004770
B9J08_002520	CJI97_002065
B9J08_001950	CJI97_002132
B9J08_003161	CJI97_003233
B9J08_000296	CJI97_000297
B9J08_003715	CJI97_003789
B9J08_004962	CJI97_005046
B9J08_002460	CJI97_002004
B9J08_005378	CJI97_005461
B9J08_003753	CJI97_003827
B9J08_004144	CJI97_004207
B9J08_002854	CJI97_002910
B9J08_004663	CJI97_004789
B9J08_004582	CJI97_004870
B9J08_001753	CJI97_002414
B9J08_001002	CJI97_001022
B9J08_003582	CJI97_003655
B9J08_001686	CJI97_003655
B9J08_001635	CJI97_001675
B9J08_002103	CJI97_002294
B9J08_001674	CJI97_002336
B9J08_004770	CJI97_004682
B9J08_003615	CJI97_003688
B9J08_003538	CJI97_003611
B9J08_001050	CJI97_001070
B9J08_002016	CJI97_002207
B9J08_000891	CJI97_000909
B9J08_003595	CJI97_003668
B9J08_003537	CJI97_003610
B9J08_000590	CJI97_000592
B9J08_004596	CJI97_004856
B9J08_000519	CJI97_000521
B9J08_000756	CJI97_000757
B9J08_001105	CJI97_001501
B9J08_001988	CJI97_002179
B9J08_004605	CJI97_004847
B9J08_002419	CJI97_001963
B9J08_003610	CJI97_004873
B9J08_000621	CJI97_000623
B9J08_005478	CJI97_005561
B9J08_004920	CJI97_005004
B9J08_001072	CJI97_001534
B9J08_000646	CJI97_000648
B9J08_001968	CJI97_002153
B9J08_002188	CJI97_001594
B9J08_000933	CJI97_000951
B9J08_000561	CJI97_000564
B9J08_000582	CJI97_000584
B9J08_001497	CJI97_001107
B9J08_001870	CJI97_002531
B9J08_005048	CJI97_005132
B9J08_000805	CJI97_000806
B9J08_001538	CJI97_001771
B9J08_003936	CJI97_004086
B9J08_000983	CJI97_001002
B9J08_001144	CJI97_001462
B9J08_005255	CJI97_005337
B9J08_003512	CJI97_003586
B9J08_004017	CJI97_004006
B9J08_001165	CJI97_001441
B9J08_004137	CJI97_004200
B9J08_002014	CJI97_002205
B9J08_002950	CJI97_003023
B9J08_004013	CJI97_004010
B9J08_004548	CJI97_004904
B9J08_003092	CJI97_003165
B9J08_004130	CJI97_004193
B9J08_002629	CJI97_002682
B9J08_000838	CJI97_000856
B9J08_004173	CJI97_004237
B9J08_003295	CJI97_003370
B9J08_003147	CJI97_003219
B9J08_005425	CJI97_005508
B9J08_004647	CJI97_004805
B9J08_000076	CJI97_000081
B9J08_005194	CJI97_005278
B9J08_003584	CJI97_003657
B9J08_001042	CJI97_001062
B9J08_004626	CJI97_004826
B9J08_004007	CJI97_004016
B9J08_003085	CJI97_003157
B9J08_000454	CJI97_000454
B9J08_004719	CJI97_004732
B9J08_000599	CJI97_000601
B9J08_004693	CJI97_004758
B9J08_001062	CJI97_001544
B9J08_002148	CJI97_001633
B9J08_001963	CJI97_002148
B9J08_001000	CJI97_001020
B9J08_002061	CJI97_002252
B9J08_004699	CJI97_004752
B9J08_004606	CJI97_004846
B9J08_000935	CJI97_000953
B9J08_000443	CJI97_000443
B9J08_002912	CJI97_002986
B9J08_002438	CJI97_001982
B9J08_003928	CJI97_004095
B9J08_000863	CJI97_000881
B9J08_000258	CJI97_000259
B9J08_000998	CJI97_001018
B9J08_000848	CJI97_000866
B9J08_003233	CJI97_003308
B9J08_000068	CJI97_000074
B9J08_002411	CJI97_001955
B9J08_001366	CJI97_001238
B9J08_002089	CJI97_002280
B9J08_002057	CJI97_002248
B9J08_001324	CJI97_001280
B9J08_004726	CJI97_004725
B9J08_003693	CJI97_003768
B9J08_003392	CJI97_003467
B9J08_003670	CJI97_003745
B9J08_003918	CJI97_004103
B9J08_001645	CJI97_001665
B9J08_004338	CJI97_004401
B9J08_000795	CJI97_000796
B9J08_004024	CJI97_004000
B9J08_004957	CJI97_005041
B9J08_000668	CJI97_000669
B9J08_003967	CJI97_004055
B9J08_004475	CJI97_004976
B9J08_003991	CJI97_004032
B9J08_004933	CJI97_005017
B9J08_000123	CJI97_000128
B9J08_001535	CJI97_001774
B9J08_000911	CJI97_000929
B9J08_003135	CJI97_003207
B9J08_003201	CJI97_003272
B9J08_001450	CJI97_001154
B9J08_003384	CJI97_003459
B9J08_004609	CJI97_004843
B9J08_005225	CJI97_005307
B9J08_005142	CJI97_005226
B9J08_001999	CJI97_002190
B9J08_003000	CJI97_003071
B9J08_000080	CJI97_000085
B9J08_001179	CJI97_001427
B9J08_005106	CJI97_005190
B9J08_005306	CJI97_005390
B9J08_005143	CJI97_005227
B9J08_005267	CJI97_005350
B9J08_001162	CJI97_001444
B9J08_000600	CJI97_000602
B9J08_004082	CJI97_004150
B9J08_000137	CJI97_000142
B9J08_001520	CJI97_001084
B9J08_004083	CJI97_004151
B9J08_001098	CJI97_001508
B9J08_002249	CJI97_001792
B9J08_000707	CJI97_000708
B9J08_002726	CJI97_002779
B9J08_003959	CJI97_004063
B9J08_000414	CJI97_000414
B9J08_005525	CJI97_005606
B9J08_001915	CJI97_002576
B9J08_001286	CJI97_001320
B9J08_002082	CJI97_002273
B9J08_004151	CJI97_004214
B9J08_001978	CJI97_002163
B9J08_002282	CJI97_001825
B9J08_005520	CJI97_005601
B9J08_004785	CJI97_004667
B9J08_004332	CJI97_004395
B9J08_005011	CJI97_005094
B9J08_001384	CJI97_001220
B9J08_002178	CJI97_001604
B9J08_001117	CJI97_001489
B9J08_004811	CJI97_004641
B9J08_004336	CJI97_004399
B9J08_003785	CJI97_003857
B9J08_000716	CJI97_000717
B9J08_000448	CJI97_000448
B9J08_004940	CJI97_005024
B9J08_005054	CJI97_005138
B9J08_003854	CJI97_003927
B9J08_004169	CJI97_004233
B9J08_002667	CJI97_002720
B9J08_003970	CJI97_004053
B9J08_004076	CJI97_004144
B9J08_003464	CJI97_003538
B9J08_002816	CJI97_002872
B9J08_000162	CJI97_000165
B9J08_002756	CJI97_002810
B9J08_001408	CJI97_001196
B9J08_001095	CJI97_001511
B9J08_001695	CJI97_002357
B9J08_003325	CJI97_003400
B9J08_005253	CJI97_005335
B9J08_000052	CJI97_000058
B9J08_002359	CJI97_001904
B9J08_003765	CJI97_003837
B9J08_000827	CJI97_000845
B9J08_004259	CJI97_004322
B9J08_003709	CJI97_003783
B9J08_000372	CJI97_000372
B9J08_002350	CJI97_001894
B9J08_002212	CJI97_001570
B9J08_002066	CJI97_002257
B9J08_000509	CJI97_000510
B9J08_001509	CJI97_001095
B9J08_004152	CJI97_004215
B9J08_002277	CJI97_001820
B9J08_004894	CJI97_004558
B9J08_004921	CJI97_005005
B9J08_002840	CJI97_002896
B9J08_002946	CJI97_003019
B9J08_000760	CJI97_000761
B9J08_004890	CJI97_004562
B9J08_003800	CJI97_003872
B9J08_004159	CJI97_004223
B9J08_003980	CJI97_004043
B9J08_002801	CJI97_002856
B9J08_002264	CJI97_001807
B9J08_000421	CJI97_000421
B9J08_000577	CJI97_000579
B9J08_003424	CJI97_003499
B9J08_004026	CJI97_003998
B9J08_005406	CJI97_005489
B9J08_000823	CJI97_000841
B9J08_001669	CJI97_002331
B9J08_002565	CJI97_002110
B9J08_001639	CJI97_001671
B9J08_004924	CJI97_005008
B9J08_002138	CJI97_001643
B9J08_000190	CJI97_000193
B9J08_001093	CJI97_001513
B9J08_000103	CJI97_000108
B9J08_001722	CJI97_002383
B9J08_000892	CJI97_000910
B9J08_000620	CJI97_000622
B9J08_002787	CJI97_002842
B9J08_002698	CJI97_002750
B9J08_000487	CJI97_000487
B9J08_001805	CJI97_002466
B9J08_004857	CJI97_004595
B9J08_000658	CJI97_000660
B9J08_001760	CJI97_002421
B9J08_003951	CJI97_004071
B9J08_004659	CJI97_004793
B9J08_004976	CJI97_005059
B9J08_000601	CJI97_000603
B9J08_004191	CJI97_004255
B9J08_000544	CJI97_000546
B9J08_001885	CJI97_002546
B9J08_003746	CJI97_003820
B9J08_002311	CJI97_001854
B9J08_005089	CJI97_005174
B9J08_004800	CJI97_004652
B9J08_002537	CJI97_002082
B9J08_004261	CJI97_004324
B9J08_004574	CJI97_004878
B9J08_002611	CJI97_002665
B9J08_002025	CJI97_002216
B9J08_005294	CJI97_005378
B9J08_001692	CJI97_002354
B9J08_005146	CJI97_005230
B9J08_005220	CJI97_005302
B9J08_005099	CJI97_005183
B9J08_002588	CJI97_002642
B9J08_003346	CJI97_003421
B9J08_004351	CJI97_004414
B9J08_001427	CJI97_001177
B9J08_000223	CJI97_000225
B9J08_005430	CJI97_005513
B9J08_000938	CJI97_000956
B9J08_003702	CJI97_003777
B9J08_004791	CJI97_004661
B9J08_002874	CJI97_002931
B9J08_000637	CJI97_000639
B9J08_000430	CJI97_000430
B9J08_005229	CJI97_005311
B9J08_001603	CJI97_001707
B9J08_000203	CJI97_000206
B9J08_001626	CJI97_001684
B9J08_005193	CJI97_005277
B9J08_004000	CJI97_004023
B9J08_000497	CJI97_000498
B9J08_002903	CJI97_002977
B9J08_003640	CJI97_003715
B9J08_000227	CJI97_000228
B9J08_001125	CJI97_001481
B9J08_001541	CJI97_001768
B9J08_000210	CJI97_000213
B9J08_003781	CJI97_003853
B9J08_001847	CJI97_002508
B9J08_000278	CJI97_000279
B9J08_004525	CJI97_004927
B9J08_005196	CJI97_005280
B9J08_003773	CJI97_003845
B9J08_001414	CJI97_001190
B9J08_001474	CJI97_001130
B9J08_002995	CJI97_003066
B9J08_002490	CJI97_002034
B9J08_002150	CJI97_001631
B9J08_003533	CJI97_003606
B9J08_004775	CJI97_004677
B9J08_002910	CJI97_002984
B9J08_004644	CJI97_004808
B9J08_000605	CJI97_000607
B9J08_001938	CJI97_002599
B9J08_001489	CJI97_001115
B9J08_000942	CJI97_000960
B9J08_005050	CJI97_005134
B9J08_003156	CJI97_003228
B9J08_003270	CJI97_003345
B9J08_004831	CJI97_004621
B9J08_003116	CJI97_003188
B9J08_002476	CJI97_002019
B9J08_003729	CJI97_003803
B9J08_004876	CJI97_004576
B9J08_005183	CJI97_005267
B9J08_004463	CJI97_004527
B9J08_004396	CJI97_004459
B9J08_002053	CJI97_002244
B9J08_004055	CJI97_003969
B9J08_001878	CJI97_002539
B9J08_003104	CJI97_003177
B9J08_005277	CJI97_005361
B9J08_003365	CJI97_003440
B9J08_005420	CJI97_005503
B9J08_002484	CJI97_002027
B9J08_000181	CJI97_000183
B9J08_003953	CJI97_004069
B9J08_002513	CJI97_002058
B9J08_004256	CJI97_004319
B9J08_000862	CJI97_000880
B9J08_004786	CJI97_004666
B9J08_000802	CJI97_000803
B9J08_005419	CJI97_005502
B9J08_003159	CJI97_003231
B9J08_000958	CJI97_000977
B9J08_000412	CJI97_000412
B9J08_005078	CJI97_005163
B9J08_000479	CJI97_000479
B9J08_003192	CJI97_003263
B9J08_005002	CJI97_005085
B9J08_002990	CJI97_003061
B9J08_002909	CJI97_002983
B9J08_001992	CJI97_002183
B9J08_003981	CJI97_004042
B9J08_002182	CJI97_001600
B9J08_004763	CJI97_004689
B9J08_003679	CJI97_003754
B9J08_000755	CJI97_000756
B9J08_000825	CJI97_000843
B9J08_003971	CJI97_004052
B9J08_000876	CJI97_000894
B9J08_002440	CJI97_001984
B9J08_002872	CJI97_002929
B9J08_005010	CJI97_005093
B9J08_002013	CJI97_002204
B9J08_003342	CJI97_003417
B9J08_001783	CJI97_002444
B9J08_005160	CJI97_005244
B9J08_001167	CJI97_001439
B9J08_001010	CJI97_001030
B9J08_005354	CJI97_005437
B9J08_002412	CJI97_001956
B9J08_000178	CJI97_000180
B9J08_002785	CJI97_002840
B9J08_002706	CJI97_002759
B9J08_005274	CJI97_005358
B9J08_002088	CJI97_002279
B9J08_004457	CJI97_004521
B9J08_000489	CJI97_000489
B9J08_002268	CJI97_001811
B9J08_002209	CJI97_001573
B9J08_001585	CJI97_001725
B9J08_005385	CJI97_005468
B9J08_003239	CJI97_003314
B9J08_000975	CJI97_000994
B9J08_003856	CJI97_003929
B9J08_003870	CJI97_003942
B9J08_002518	CJI97_002063
B9J08_004156	CJI97_004220
B9J08_000929	CJI97_000947
B9J08_004149	CJI97_004212
B9J08_001399	CJI97_001205
B9J08_001236	CJI97_001370
B9J08_001919	CJI97_002580
B9J08_003544	CJI97_003617
B9J08_004787	CJI97_004665
B9J08_002694	CJI97_002746
B9J08_005020	CJI97_005103
B9J08_001646	CJI97_001664
B9J08_001349	CJI97_001255
B9J08_003095	CJI97_003168
B9J08_005279	CJI97_005363
B9J08_001073	CJI97_001533
B9J08_001615	CJI97_001695
B9J08_005395	CJI97_005478
B9J08_001869	CJI97_002530
B9J08_000335	CJI97_000335
B9J08_002187	CJI97_001595
B9J08_001012	CJI97_001032
B9J08_005467	CJI97_005550
B9J08_003448	CJI97_003522
B9J08_003025	CJI97_003096
B9J08_003848	CJI97_003921
B9J08_000325	CJI97_000325
B9J08_001453	CJI97_001149
B9J08_003132	CJI97_003204
B9J08_004733	CJI97_004719
B9J08_002988	CJI97_003059
B9J08_002307	CJI97_001850
B9J08_002979	CJI97_003050
B9J08_003681	CJI97_003756
B9J08_005077	CJI97_005162
B9J08_003206	CJI97_003281
B9J08_002096	CJI97_002287
B9J08_003499	CJI97_003573
B9J08_000583	CJI97_000585
B9J08_004521	CJI97_004931
B9J08_003303	CJI97_003378
B9J08_004820	CJI97_004632
B9J08_002023	CJI97_002214
B9J08_002961	CJI97_003032
B9J08_002887	CJI97_002943
B9J08_000112	CJI97_000117
B9J08_001275	CJI97_001331
B9J08_005212	CJI97_005294
B9J08_003397	CJI97_003472
B9J08_005362	CJI97_005445
B9J08_004883	CJI97_004569
B9J08_004650	CJI97_004802
B9J08_001533	CJI97_001776
B9J08_004703	CJI97_004748
B9J08_005070	CJI97_005155
B9J08_003577	CJI97_003650
B9J08_001407	CJI97_001197
B9J08_003786	CJI97_003858
B9J08_001528	CJI97_001076
B9J08_003743	CJI97_003817
B9J08_000110	CJI97_000115
B9J08_005411	CJI97_005494
B9J08_004716	CJI97_004735
B9J08_004077	CJI97_004145
B9J08_002670	CJI97_002723
B9J08_000089	CJI97_000094
B9J08_002543	CJI97_002088
B9J08_005523	CJI97_005604
B9J08_003695	CJI97_003770
B9J08_005087	CJI97_005172
B9J08_002116	CJI97_002307
B9J08_004376	CJI97_004439
B9J08_002291	CJI97_001834
B9J08_003871	CJI97_003943
B9J08_002286	CJI97_001829
B9J08_005455	CJI97_005538
B9J08_000706	CJI97_000707
B9J08_002325	CJI97_001868
B9J08_002811	CJI97_002867
B9J08_000924	CJI97_000942
B9J08_001842	CJI97_002503
B9J08_001272	CJI97_001334
B9J08_004363	CJI97_004426
B9J08_003830	CJI97_003903
B9J08_000045	CJI97_000051
B9J08_001779	CJI97_002440
B9J08_005485	CJI97_005568
B9J08_000742	CJI97_000743
B9J08_001682	CJI97_002344
B9J08_003223	CJI97_003298
B9J08_001666	CJI97_002328
B9J08_001397	CJI97_001207
B9J08_005129	CJI97_005213
B9J08_004461	CJI97_004525
B9J08_000254	CJI97_000255
B9J08_005328	CJI97_005411
B9J08_003522	CJI97_003595
B9J08_000357	CJI97_000357
B9J08_002577	CJI97_002121
B9J08_001526	CJI97_001078
B9J08_003536	CJI97_003609
B9J08_000828	CJI97_000846
B9J08_002971	CJI97_003042
B9J08_001283	CJI97_001323
B9J08_000286	CJI97_000287
B9J08_002173	CJI97_001608
B9J08_001597	CJI97_001713
B9J08_004213	CJI97_004277
B9J08_000507	CJI97_000508
B9J08_000550	CJI97_000552
B9J08_001712	CJI97_002374
B9J08_004628	CJI97_004824
B9J08_001584	CJI97_001726
B9J08_004598	CJI97_004854
B9J08_000612	CJI97_000614
B9J08_003100	CJI97_003173
B9J08_002597	CJI97_002651
B9J08_000323	CJI97_000323
B9J08_003903	CJI97_004118
B9J08_004085	CJI97_004153
B9J08_001413	CJI97_001191
B9J08_003660	CJI97_003735
B9J08_000030	CJI97_000037
B9J08_003710	CJI97_003784
B9J08_001643	CJI97_001667
B9J08_001845	CJI97_002506
B9J08_003857	CJI97_003930
B9J08_002043	CJI97_002234
B9J08_000624	CJI97_000626
B9J08_001198	CJI97_001408
B9J08_001455	CJI97_001150
B9J08_004224	CJI97_004289
B9J08_004522	CJI97_004930
B9J08_001954	CJI97_002139
B9J08_002759	CJI97_002813
B9J08_001188	CJI97_001418
B9J08_003119	CJI97_003191
B9J08_004382	CJI97_004445
B9J08_002183	CJI97_001599
B9J08_002177	CJI97_001605
B9J08_003382	CJI97_003457
B9J08_003539	CJI97_003612
B9J08_004552	CJI97_004900
B9J08_001599	CJI97_001711
B9J08_005217	CJI97_005299
B9J08_000382	CJI97_000382
B9J08_005203	CJI97_005286
B9J08_005199	CJI97_005283
B9J08_004025	CJI97_003999
B9J08_001569	CJI97_001741
B9J08_005156	CJI97_005240
B9J08_000596	CJI97_000598
B9J08_002185	CJI97_001597
B9J08_001038	CJI97_001058
B9J08_005273	CJI97_005357
B9J08_001151	CJI97_001455
B9J08_001880	CJI97_002541
B9J08_005016	CJI97_005099
B9J08_000639	CJI97_000641
B9J08_001534	CJI97_001775
B9J08_000119	CJI97_000124
B9J08_000021	CJI97_000028
B9J08_000506	CJI97_000507
B9J08_003824	CJI97_003897
B9J08_004751	CJI97_004701
B9J08_004358	CJI97_004421
B9J08_005463	CJI97_005546
B9J08_002362	CJI97_001907
B9J08_003764	CJI97_003836
B9J08_001013	CJI97_001033
B9J08_000552	CJI97_000554
B9J08_004037	CJI97_003987
B9J08_003332	CJI97_003407
B9J08_001803	CJI97_002464
B9J08_001335	CJI97_001269
B9J08_004469	CJI97_004533
B9J08_004330	CJI97_004393
B9J08_002774	CJI97_002829
B9J08_002210	CJI97_001572
B9J08_002232	CJI97_001551
B9J08_004086	CJI97_004154
B9J08_001949	CJI97_002131
B9J08_003807	CJI97_003879
B9J08_001351	CJI97_001253
B9J08_004142	CJI97_004205
B9J08_000330	CJI97_000330
B9J08_003352	CJI97_003427
B9J08_002769	CJI97_002824
B9J08_000977	CJI97_000996
B9J08_001466	CJI97_001138
B9J08_003734	CJI97_003808
B9J08_003612	CJI97_003685
B9J08_000287	CJI97_000288
B9J08_000344	CJI97_000344
B9J08_000135	CJI97_000140
B9J08_002728	CJI97_002781
B9J08_000948	CJI97_000967
B9J08_004975	CJI97_005058
B9J08_003827	CJI97_003900
B9J08_004988	CJI97_005071
B9J08_004553	CJI97_004899
B9J08_000678	CJI97_000679
B9J08_001816	CJI97_002477
B9J08_003005	CJI97_003076
B9J08_005382	CJI97_005465
B9J08_002893	CJI97_002949
B9J08_004168	CJI97_004232
B9J08_004400	CJI97_004463
B9J08_003297	CJI97_003372
B9J08_002907	CJI97_002981
B9J08_000753	CJI97_000754
B9J08_003435	CJI97_003509
B9J08_004322	CJI97_004385
B9J08_003141	CJI97_003213
B9J08_004287	CJI97_004349
B9J08_002849	CJI97_002905
B9J08_003794	CJI97_003866
B9J08_004294	CJI97_004357
B9J08_005083	CJI97_005168
B9J08_001610	CJI97_001700
B9J08_004066	CJI97_004134
B9J08_004978	CJI97_005061
B9J08_004123	CJI97_004186
B9J08_004585	CJI97_004867
B9J08_000549	CJI97_000551
B9J08_003266	CJI97_003341
B9J08_000471	CJI97_000471
B9J08_002562	CJI97_002107
B9J08_001043	CJI97_001063
B9J08_001328	CJI97_001276
B9J08_004781	CJI97_004671
B9J08_004935	CJI97_005019
B9J08_000586	CJI97_000588
B9J08_000127	CJI97_000132
B9J08_005145	CJI97_005229
B9J08_001393	CJI97_001211
B9J08_002158	CJI97_001623
B9J08_002109	CJI97_002300
B9J08_005540	CJI97_004769
B9J08_001469	CJI97_001135
B9J08_003442	CJI97_003516
B9J08_000606	CJI97_000608
B9J08_001939	CJI97_002600
B9J08_000633	CJI97_000635
B9J08_000090	CJI97_000095
B9J08_002544	CJI97_002089
B9J08_003444	CJI97_003518
B9J08_003748	CJI97_003822
B9J08_002789	CJI97_002844
B9J08_003943	CJI97_004079
B9J08_002704	CJI97_002757
B9J08_002535	CJI97_002080
B9J08_004782	CJI97_004670
B9J08_001943	CJI97_002604
B9J08_001433	CJI97_001170
B9J08_000686	CJI97_000687
B9J08_003291	CJI97_003366
B9J08_003639	CJI97_003713
B9J08_002401	CJI97_001945
B9J08_000340	CJI97_000340
B9J08_005132	CJI97_005216
B9J08_001924	CJI97_002585
B9J08_001138	CJI97_001468
B9J08_002711	CJI97_002764
B9J08_003111	CJI97_003183
B9J08_000642	CJI97_000644
B9J08_002337	CJI97_001880
B9J08_001604	CJI97_001706
B9J08_003965	CJI97_004057
B9J08_003509	CJI97_003583
B9J08_001276	CJI97_001330
B9J08_004767	CJI97_004685
B9J08_002682	CJI97_002734
B9J08_002592	CJI97_002646
B9J08_003091	CJI97_003164
B9J08_001415	CJI97_001189
B9J08_002278	CJI97_001821
B9J08_002434	CJI97_001978
B9J08_002003	CJI97_002194
B9J08_001280	CJI97_001326
B9J08_001964	CJI97_002149
B9J08_005133	CJI97_005217
B9J08_001136	CJI97_001470
B9J08_000754	CJI97_000755
B9J08_001883	CJI97_002544
B9J08_002835	CJI97_002890
B9J08_002328	CJI97_001871
B9J08_000829	CJI97_000847
B9J08_001727	CJI97_002388
B9J08_004616	CJI97_004836
B9J08_005554	CJI97_004545
B9J08_003635	CJI97_003709
B9J08_000411	CJI97_000411
B9J08_001451	CJI97_001153
B9J08_004297	CJI97_004359
B9J08_000607	CJI97_000609
B9J08_002395	CJI97_001939
B9J08_002394	CJI97_001938
B9J08_002547	CJI97_002092
B9J08_000758	CJI97_000759
B9J08_000788	CJI97_000789
B9J08_002085	CJI97_002276
B9J08_000972	CJI97_000991
B9J08_005251	CJI97_005333
B9J08_002519	CJI97_002064
B9J08_003569	CJI97_003642
B9J08_001890	CJI97_002551
B9J08_003829	CJI97_003902
B9J08_005240	CJI97_005322
B9J08_003937	CJI97_004085
B9J08_000875	CJI97_000893
B9J08_003972	CJI97_004051
B9J08_001749	CJI97_002410
B9J08_001418	CJI97_001186
B9J08_004027	CJI97_003997
B9J08_000515	CJI97_000517
B9J08_003587	CJI97_003660
B9J08_003381	CJI97_003456
B9J08_000168	CJI97_000170
B9J08_001820	CJI97_002481
B9J08_001156	CJI97_001450
B9J08_005441	CJI97_005524
B9J08_002654	CJI97_002707
B9J08_000257	CJI97_000258
B9J08_005319	CJI97_005403
B9J08_001463	CJI97_001141
B9J08_000888	CJI97_000906
B9J08_002494	CJI97_002038
B9J08_004023	CJI97_004001
B9J08_001448	CJI97_001156
B9J08_001207	CJI97_001399
B9J08_000820	CJI97_000838
B9J08_004515	CJI97_004937
B9J08_001655	CJI97_001655
B9J08_004500	CJI97_004952
B9J08_004758	CJI97_004694
B9J08_001725	CJI97_002386
B9J08_004980	CJI97_005063
B9J08_005147	CJI97_005231
B9J08_001248	CJI97_001358
B9J08_004944	CJI97_005028
B9J08_002098	CJI97_002289
B9J08_002736	CJI97_002789
B9J08_004539	CJI97_004913
B9J08_003056	CJI97_003128
B9J08_001911	CJI97_002572
B9J08_002943	CJI97_003016
B9J08_004126	CJI97_004189
B9J08_004284	CJI97_004346
B9J08_002889	CJI97_002945
B9J08_001051	CJI97_001071
B9J08_005497	CJI97_005579
B9J08_003255	CJI97_003330
B9J08_001700	CJI97_002362
B9J08_003698	CJI97_003773
B9J08_003023	CJI97_003094
B9J08_002708	CJI97_002761
B9J08_000916	CJI97_000934
B9J08_005512	CJI97_005594
B9J08_000003	CJI97_000010
B9J08_003956	CJI97_004066
B9J08_003035	CJI97_003107
B9J08_004212	CJI97_004276
B9J08_003629	CJI97_003702
B9J08_000787	CJI97_000788
B9J08_004424	CJI97_004487
B9J08_005333	CJI97_005416
B9J08_000496	CJI97_000496
B9J08_004662	CJI97_004790
B9J08_000457	CJI97_000457
B9J08_002790	CJI97_002845
B9J08_001545	CJI97_001764
B9J08_001403	CJI97_001201
B9J08_001948	CJI97_002130
B9J08_001908	CJI97_002569
B9J08_003336	CJI97_003411
B9J08_003371	CJI97_003446
B9J08_000342	CJI97_000342
B9J08_002170	CJI97_001611
B9J08_001222	CJI97_001384
B9J08_002858	CJI97_002914
B9J08_000816	CJI97_000818
B9J08_000816	CJI97_000834
B9J08_005058	CJI97_005142
B9J08_002202	CJI97_001580
B9J08_000368	CJI97_000368
B9J08_002303	CJI97_001846
B9J08_003009	CJI97_003080
B9J08_004671	CJI97_004781
B9J08_003989	CJI97_004034
B9J08_001381	CJI97_001223
B9J08_005390	CJI97_005473
B9J08_004848	CJI97_004604
B9J08_004594	CJI97_004858
B9J08_003842	CJI97_003915
B9J08_004558	CJI97_004894
B9J08_004410	CJI97_004473
B9J08_001227	CJI97_001379
B9J08_002149	CJI97_001632
B9J08_000156	CJI97_000159
B9J08_001271	CJI97_001335
B9J08_000556	CJI97_000558
B9J08_001923	CJI97_002584
B9J08_004105	CJI97_004169
B9J08_004830	CJI97_004622
B9J08_001852	CJI97_002513
B9J08_001240	CJI97_001366
B9J08_004192	CJI97_004256
B9J08_003671	CJI97_003746
B9J08_000859	CJI97_000877
B9J08_004367	CJI97_004430
B9J08_002587	CJI97_002641
B9J08_002696	CJI97_002748
B9J08_003761	CJI97_003833
B9J08_003445	CJI97_003519
B9J08_000781	CJI97_000782
B9J08_003586	CJI97_003659
B9J08_004557	CJI97_004895
B9J08_001775	CJI97_002436
B9J08_000589	CJI97_000591
B9J08_002640	CJI97_002693
B9J08_003948	CJI97_004074
B9J08_002190	CJI97_001592
B9J08_002635	CJI97_002688
B9J08_004178	CJI97_004242
