calb	ctrop	cpar	cglab	myID
CR_08610W_A	CTRG_03037	CPAR2_205600	CAGL0F08085g	myID1760
CR_08630W_A	CTRG_03039	CPAR2_205580	CAGL0I02288g	myID1761
CR_08640C_A	CTRG_03040	CPAR2_205530	CAGL0G00440g	myID1762
CR_08650C_A	CTRG_03041	CPAR2_205540	CAGL0A03344g	myID1763
CR_08660W_A	CTRG_03042	CPAR2_205550	CAGL0I02266g	myID1764
CR_08680C_A	CTRG_03044	CPAR2_205510	CAGL0E03608g	myID1765
CR_08690C_A	CTRG_03045	CPAR2_205500	CAGL0F05071g	myID1766
CR_08170C_A	CTRG_03048	CPAR2_206190	CAGL0F03201g	myID1767
CR_08180C_A	CTRG_03049	CPAR2_206200	CAGL0H04807g	myID1768
CR_08210C_A	CTRG_03051	CPAR2_205700	CAGL0D06424g	myID1769
CR_07320C_A	CTRG_03053	CPAR2_701730	CAGL0M00858g	myID1770
CR_07330W_A	CTRG_03054	CPAR2_701720	CAGL0M00874g	myID1771
CR_07350W_A	CTRG_03056	CPAR2_701700	CAGL0M00836g	myID1772
CR_07360W_A	CTRG_03057	CPAR2_701690	CAGL0L11198g	myID1773
CR_07260C_A	CTRG_03061	CPAR2_204410	CAGL0L06050g	myID1774
CR_08290W_A	CTRG_03064	CPAR2_204440	CAGL0L06028g	myID1775
CR_08250C_A	CTRG_03067	CPAR2_204330	CAGL0G03883g	myID1776
CR_07380C_A	CTRG_03069	CPAR2_701750	CAGL0I09328g	myID1777
CR_07390C_A	CTRG_03070	CPAR2_701760	CAGL0J05258g	myID1778
CR_07420W_A	CTRG_03072	CPAR2_204360	CAGL0E01287g	myID1779
CR_07440W_A	CTRG_03073	CPAR2_204370	CAGL0M04323g	myID1780
CR_07450C_A	CTRG_03074	CPAR2_204380	CAGL0K02145g	myID1781
CR_08400C_A	CTRG_03076	CPAR2_702190	CAGL0J05478g	myID1782
CR_08410W_A	CTRG_03077	CPAR2_702200	CAGL0H06479g	myID1783
CR_08430W_A	CTRG_03079	CPAR2_206010	CAGL0H06501g	myID1784
CR_08470W_A	CTRG_03082	CPAR2_205870	CAGL0J05456g	myID1785
CR_08490W_A	CTRG_03084	CPAR2_205890	CAGL0D00880g	myID1786
CR_08500W_A	CTRG_03086	CPAR2_205810	CAGL0D00836g	myID1787
CR_08380C_A	CTRG_03088	CPAR2_702180	CAGL0F00869g	myID1788
CR_08370W_A	CTRG_03089	CPAR2_702170	CAGL0F00825g	myID1789
CR_08350W_A	CTRG_03090	CPAR2_702150	CAGL0F01089g	myID1790
CR_08340W_A	CTRG_03091	CPAR2_702140	CAGL0H06369g	myID1791
CR_08330W_A	CTRG_03092	CPAR2_702120	CAGL0F01111g	myID1792
CR_08320W_A	CTRG_03093	CPAR2_702110	CAGL0H06171g	myID1793
CR_08160W_A	CTRG_03095	CPAR2_205790	CAGL0J08657g	myID1794
CR_08600C_A	CTRG_03096	CPAR2_205780	CAGL0D00792g	myID1795
CR_08590W_A	CTRG_03097	CPAR2_205770	CAGL0C02585g	myID1796
CR_08570W_A	CTRG_03099	CPAR2_205750	CAGL0C02563g	myID1797
CR_08560C_A	CTRG_03100	CPAR2_205740	CAGL0D00814g	myID1798
CR_08550W_A	CTRG_03101	CPAR2_205730	CAGL0I06094g	myID1799
CR_08150W_A	CTRG_03103	CPAR2_205620	CAGL0K03135g	myID1800
CR_08130W_A	CTRG_03104	CPAR2_205630	CAGL0C02651g	myID1801
CR_08120C_A	CTRG_03105	CPAR2_205640	CAGL0L04004g	myID1802
CR_08100C_A	CTRG_03107	CPAR2_205660	CAGL0H08019g	myID1803
CR_08090W_A	CTRG_03109	CPAR2_205670	CAGL0K04741g	myID1804
CR_08540C_A	CTRG_03111	CPAR2_205720	CAGL0I06116g	myID1805
CR_07010W_A	CTRG_03112	CPAR2_204710	CAGL0M01694g	myID1806
CR_07080W_A	CTRG_03113	CPAR2_204310	CAGL0K02497g	myID1807
CR_07090W_A	CTRG_03116	CPAR2_204320	CAGL0D06446g	myID1808
CR_07100W_A	CTRG_03117	CPAR2_204300	CAGL0M12320g	myID1809
CR_07240C_A	CTRG_03123	CPAR2_204830	CAGL0I07051g	myID1810
CR_07230W_A	CTRG_03124	CPAR2_202030	CAGL0C02475g	myID1811
CR_07210W_A	CTRG_03127	CPAR2_204860	CAGL0M12595g	myID1812
CR_07190W_A	CTRG_03129	CPAR2_205920	CAGL0K12892g	myID1813
CR_07180W_A	CTRG_03130	CPAR2_205910	CAGL0L13244g	myID1814
CR_07150W_A	CTRG_03132	CPAR2_204260	CAGL0B00726g	myID1815
CR_07050C_A	CTRG_03135	CPAR2_203160	CAGL0L05676g	myID1816
CR_07040W_A	CTRG_03136	CPAR2_203170	CAGL0L05610g	myID1817
CR_07030C_A	CTRG_03137	CPAR2_204730	CAGL0M04719g	myID1818
CR_07020W_A	CTRG_03138	CPAR2_204720	CAGL0M04697g	myID1819
CR_07580C_A	CTRG_03139	CPAR2_201940	CAGL0I04950g	myID1820
CR_07860C_A	CTRG_03143	CPAR2_201970	CAGL0L05412g	myID1821
CR_07480W_A	CTRG_03145	CPAR2_201990	CAGL0G07601g	myID1822
CR_07520C_A	CTRG_03149	CPAR2_202010	CAGL0K09394g	myID1823
CR_07510W_A	CTRG_03150	CPAR2_202020	CAGL0C02497g	myID1824
C1_08220W_A	CTRG_03152	CPAR2_804660	CAGL0H06149g	myID1825
C1_08420W_A	CTRG_03155	CPAR2_207140	CAGL0K03729g	myID1826
C1_08430W_A	CTRG_03156	CPAR2_207150	CAGL0K12474g	myID1827
C1_08450C_A	CTRG_03158	CPAR2_207290	CAGL0F05269g	myID1828
C1_08460C_A	CTRG_03159	CPAR2_207280	CAGL0F07865g	myID1829
C1_08470W_A	CTRG_03160	CPAR2_207240	CAGL0D05962g	myID1830
C1_08480C_A	CTRG_03161	CPAR2_207230	CAGL0D03388g	myID1831
C1_08500C_A	CTRG_03163	CPAR2_207210	CAGL0F08261g	myID1832
C1_08510W_A	CTRG_03164	CPAR2_207200	CAGL0M09295g	myID1833
C1_08520C_A	CTRG_03165	CPAR2_207190	CAGL0K06391g	myID1834
C1_08540C_A	CTRG_03167	CPAR2_207170	CAGL0K07458g	myID1835
C1_08560W_A	CTRG_03169	CPAR2_210450	CAGL0F07887g	myID1836
C1_08570C_A	CTRG_03170	CPAR2_210460	CAGL0J09328g	myID1837
C1_08580C_A	CTRG_03171	CPAR2_210470	CAGL0J09306g	myID1838
C1_08320W_A	CTRG_03172	CPAR2_804740	CAGL0D01298g	myID1839
C1_08310W_A	CTRG_03173	CPAR2_804730	CAGL0D01276g	myID1840
C1_08300W_A	CTRG_03174	CPAR2_804720	CAGL0D01342g	myID1841
C1_08260C_A	CTRG_03175	CPAR2_804710	CAGL0D01320g	myID1842
C1_08270C_A	CTRG_03176	CPAR2_804700	CAGL0F00803g	myID1843
C1_08290C_A	CTRG_03177	CPAR2_804690	CAGL0M04279g	myID1844
C1_08400C_A	CTRG_03178	CPAR2_207080	CAGL0L00429g	myID1845
C1_08390C_A	CTRG_03179	CPAR2_207070	CAGL0H00781g	myID1846
C1_08380W_A	CTRG_03180	CPAR2_207060	CAGL0K07832g	myID1847
C1_08370W_A	CTRG_03181	CPAR2_207050	CAGL0K06699g	myID1848
C5_03920C_A	CTRG_03183	CPAR2_302970	CAGL0M01056g	myID1849
C5_03870C_A	CTRG_03187	CPAR2_303010	CAGL0L01067g	myID1850
C5_03860W_A	CTRG_03188	CPAR2_303020	CAGL0F00429g	myID1851
C5_03840W_A	CTRG_03190	CPAR2_303040	CAGL0I07117g	myID1852
C5_03830C_A	CTRG_03191	CPAR2_303050	CAGL0M05005g	myID1853
C5_03820C_A	CTRG_03192	CPAR2_303060	CAGL0M05027g	myID1854
C5_03800W_A	CTRG_03194	CPAR2_303070	CAGL0G07315g	myID1855
C5_03790W_A	CTRG_03195	CPAR2_303080	CAGL0K06281g	myID1856
C5_02120C_A	CTRG_03196	CPAR2_101690	CAGL0D02838g	myID1857
C5_02150C_A	CTRG_03199	CPAR2_101700	CAGL0I08371g	myID1858
C5_02160W_A	CTRG_03200	CPAR2_101710	CAGL0H00374g	myID1859
C5_02170C_A	CTRG_03201	CPAR2_101720	CAGL0I08327g	myID1860
C5_02180C_A	CTRG_03202	CPAR2_101730	CAGL0H00396g	myID1861
C1_08200W_A	CTRG_03205	CPAR2_207410	CAGL0F00979g	myID1862
C5_02210W_A	CTRG_03206	CPAR2_100410	CAGL0L04444g	myID1863
C1_08190C_A	CTRG_03211	CPAR2_207400	CAGL0M03025g	myID1864
C1_08180C_A	CTRG_03213	CPAR2_804770	CAGL0K01749g	myID1865
C1_08630W_A	CTRG_03215	CPAR2_803910	CAGL0K01419g	myID1866
C1_08640W_A	CTRG_03216	CPAR2_803920	CAGL0C05335g	myID1867
C1_08650C_A	CTRG_03217	CPAR2_803930	CAGL0K01397g	myID1868
C1_08660C_A	CTRG_03218	CPAR2_803940	CAGL0K01441g	myID1869
C1_08670W_A	CTRG_03219	CPAR2_803950	CAGL0B01166g	myID1870
C1_08680C_A	CTRG_03220	CPAR2_803960	CAGL0A02948g	myID1871
C1_08690W_A	CTRG_03221	CPAR2_803970	CAGL0I08085g	myID1872
C1_08700W_A	CTRG_03223	CPAR2_804450	CAGL0C01309g	myID1873
C1_08710W_A	CTRG_03224	CPAR2_804440	CAGL0G01276g	myID1874
C1_08730W_A	CTRG_03225	CPAR2_804240	CAGL0G01298g	myID1875
C1_08740C_A	CTRG_03226	CPAR2_804300	CAGL0C01353g	myID1876
C1_08780W_A	CTRG_03230	CPAR2_804250	CAGL0H07359g	myID1877
C1_08790W_A	CTRG_03231	CPAR2_804310	CAGL0I10384g	myID1878
C1_08810C_A	CTRG_03233	CPAR2_207640	CAGL0F05577g	myID1879
C1_08820C_A	CTRG_03234	CPAR2_207460	CAGL0M07073g	myID1880
C1_08860C_A	CTRG_03237	CPAR2_805270	CAGL0C04895g	myID1881
C1_08870C_A	CTRG_03238	CPAR2_805260	CAGL0I06490g	myID1882
C1_08880W_A	CTRG_03239	CPAR2_804760	CAGL0H09504g	myID1883
C1_09060C_A	CTRG_03241	CPAR2_803600	CAGL0C02739g	myID1884
C1_09050W_A	CTRG_03242	CPAR2_803900	CAGL0C05357g	myID1885
C1_09040C_A	CTRG_03243	CPAR2_804140	CAGL0C01331g	myID1886
C1_09010W_A	CTRG_03246	CPAR2_801580	CAGL0J07590g	myID1887
C1_08990C_A	CTRG_03249	CPAR2_801600	CAGL0J07546g	myID1888
C1_08980C_A	CTRG_03250	CPAR2_301770	CAGL0J07612g	myID1889
C1_08950W_A	CTRG_03252	CPAR2_301740	CAGL0C01397g	myID1890
C1_08940C_A	CTRG_03253	CPAR2_301730	CAGL0F05995g	myID1891
C1_08920W_A	CTRG_03254	CPAR2_301710	CAGL0D04158g	myID1892
C1_09070W_A	CTRG_03261	CPAR2_700860	CAGL0H03025g	myID1893
C1_09090C_A	CTRG_03264	CPAR2_700880	CAGL0H06875g	myID1894
C1_09180W_A	CTRG_03268	CPAR2_700930	CAGL0K11902g	myID1895
C1_09170W_A	CTRG_03269	CPAR2_700960	CAGL0H03443g	myID1896
C1_09140C_A	CTRG_03272	CPAR2_700980	CAGL0G03597g	myID1897
C1_10730W_A	CTRG_03275	CPAR2_202760	CAGL0E05962g	myID1898
C1_10650W_A	CTRG_03279	CPAR2_212560	CAGL0J04356g	myID1899
C1_10660W_A	CTRG_03280	CPAR2_212550	CAGL0I06688g	myID1900
C1_10670C_A	CTRG_03283	CPAR2_803580	CAGL0E05500g	myID1901
C1_10680C_A	CTRG_03284	CPAR2_803570	CAGL0J08591g	myID1902
C1_10690W_A	CTRG_03285	CPAR2_201460	CAGL0K04015g	myID1903
C1_10700C_A	CTRG_03286	CPAR2_201450	CAGL0G01210g	myID1904
C1_10640C_A	CTRG_03287	CPAR2_212570	CAGL0I06666g	myID1905
C1_10620W_A	CTRG_03289	CPAR2_212590	CAGL0H03685g	myID1906
C1_12780W_A	CTRG_03290	CPAR2_201350	CAGL0L08228g	myID1907
C1_10610W_A	CTRG_03293	CPAR2_201790	CAGL0L06138g	myID1908
C1_10460W_A	CTRG_03300	CPAR2_804340	CAGL0E02981g	myID1909
C1_10470W_A	CTRG_03301	CPAR2_804350	CAGL0D05412g	myID1910
C1_10480W_A	CTRG_03302	CPAR2_804360	CAGL0J01936g	myID1911
C1_10490W_A	CTRG_03303	CPAR2_804090	CAGL0G01430g	myID1912
C1_10540C_A	CTRG_03306	CPAR2_804080	CAGL0I06446g	myID1913
C1_10260C_A	CTRG_03311	CPAR2_805050	CAGL0I06006g	myID1914
C1_10240C_A	CTRG_03313	CPAR2_805070	CAGL0H09636g	myID1915
C1_10210C_A	CTRG_03317	CPAR2_804640	CAGL0M03729g	myID1916
C1_10180C_A	CTRG_03320	CPAR2_804780	CAGL0M09449g	myID1917
C1_10320W_A	CTRG_03326	CPAR2_207370	CAGL0M03047g	myID1918
C1_10330C_A	CTRG_03327	CPAR2_207360	CAGL0L12166g	myID1919
C1_10420C_A	CTRG_03328	CPAR2_207350	CAGL0F00737g	myID1920
C1_10380C_A	CTRG_03331	CPAR2_207310	CAGL0J06072g	myID1921
C1_10360C_A	CTRG_03332	CPAR2_207300	CAGL0K09218g	myID1922
C1_10350C_A	CTRG_03334	CPAR2_804990	CAGL0L11836g	myID1923
C1_10440W_A	CTRG_03337	CPAR2_804210	CAGL0L01221g	myID1924
C1_10270C_A	CTRG_03339	CPAR2_804790	CAGL0I05940g	myID1925
C1_10160W_A	CTRG_03343	CPAR2_805030	CAGL0F00231g	myID1926
C1_10150W_A	CTRG_03345	CPAR2_805000	CAGL0L02453g	myID1927
C1_10140C_A	CTRG_03346	CPAR2_403960	CAGL0M05445g	myID1928
C1_10120C_A	CTRG_03347	CPAR2_403970	CAGL0M05863g	myID1929
C1_10100C_A	CTRG_03348	CPAR2_403980	CAGL0H09658g	myID1930
C1_10090C_A	CTRG_03349	CPAR2_403990	CAGL0J01958g	myID1931
C1_10080W_A	CTRG_03350	CPAR2_404010	CAGL0H07381g	myID1932
C1_10040W_A	CTRG_03354	CPAR2_700830	CAGL0H06919g	myID1933
C1_10030W_A	CTRG_03355	CPAR2_700820	CAGL0H03377g	myID1934
C1_10010C_A	CTRG_03357	CPAR2_700800	CAGL0K00693g	myID1935
C1_10000C_A	CTRG_03358	CPAR2_804460	CAGL0G01320g	myID1936
C1_09990W_A	CTRG_03359	CPAR2_804610	CAGL0K00297g	myID1937
C1_09980C_A	CTRG_03360	CPAR2_203740	CAGL0F07535g	myID1938
C1_09970C_A	CTRG_03361	CPAR2_203750	CAGL0K10054g	myID1939
C1_09960W_A	CTRG_03362	CPAR2_203760	CAGL0K10120g	myID1940
C1_09920W_A	CTRG_03366	CPAR2_203790	CAGL0K10076g	myID1941
C1_09880C_A	CTRG_03372	CPAR2_803480	CAGL0J03630g	myID1942
C1_09870W_A	CTRG_03373	CPAR2_803470	CAGL0J03608g	myID1943
C1_09860C_A	CTRG_03374	CPAR2_803460	CAGL0L02057g	myID1944
C1_09850C_A	CTRG_03375	CPAR2_803450	CAGL0H09108g	myID1945
C1_09840C_A	CTRG_03376	CPAR2_803440	CAGL0L09625g	myID1946
C1_09830W_A	CTRG_03377	CPAR2_804930	CAGL0G10087g	myID1947
C1_09810W_A	CTRG_03378	CPAR2_804810	CAGL0K00781g	myID1948
C1_09800C_A	CTRG_03379	CPAR2_804820	CAGL0K03025g	myID1949
C1_09790C_A	CTRG_03380	CPAR2_804830	CAGL0J03388g	myID1950
C1_09780C_A	CTRG_03381	CPAR2_804840	CAGL0M07942g	myID1951
C1_09760C_A	CTRG_03383	CPAR2_804860	CAGL0L04730g	myID1952
C1_09750W_A	CTRG_03384	CPAR2_804870	CAGL0J03366g	myID1953
C1_09730W_A	CTRG_03385	CPAR2_804890	CAGL0L04752g	myID1954
C1_09710C_A	CTRG_03387	CPAR2_804910	CAGL0J03344g	myID1955
C1_09690W_A	CTRG_03389	CPAR2_803890	CAGL0L03982g	myID1956
C1_09660W_A	CTRG_03392	CPAR2_803650	CAGL0K00275g	myID1957
C1_09640W_A	CTRG_03394	CPAR2_803640	CAGL0K05027g	myID1958
C1_09630W_A	CTRG_03395	CPAR2_803630	CAGL0G02673g	myID1959
C1_09620C_A	CTRG_03399	CPAR2_803620	CAGL0G02695g	myID1960
C1_09530W_A	CTRG_03407	CPAR2_301650	CAGL0L09801g	myID1961
C1_09520C_A	CTRG_03408	CPAR2_301660	CAGL0F03839g	myID1962
C1_09510W_A	CTRG_03409	CPAR2_301670	CAGL0L10890g	myID1963
C1_09490C_A	CTRG_03411	CPAR2_803560	CAGL0F03927g	myID1964
C1_09480W_A	CTRG_03412	CPAR2_803550	CAGL0M02365g	myID1965
C1_09470C_A	CTRG_03413	CPAR2_803540	CAGL0L10868g	myID1966
C1_09460W_A	CTRG_03414	CPAR2_803530	CAGL0F03861g	myID1967
C1_09450C_A	CTRG_03415	CPAR2_803520	CAGL0J06534g	myID1968
C1_09440W_A	CTRG_03416	CPAR2_803510	CAGL0H02233g	myID1969
C1_09430W_A	CTRG_03417	CPAR2_803500	CAGL0H02255g	myID1970
C1_09400C_A	CTRG_03418	CPAR2_210100	CAGL0M05511g	myID1971
C1_09390W_A	CTRG_03421	CPAR2_207510	CAGL0L10934g	myID1972
C1_09380W_A	CTRG_03422	CPAR2_207580	CAGL0L10956g	myID1973
C1_09370W_A	CTRG_03423	CPAR2_207570	CAGL0F03751g	myID1974
C1_09360C_A	CTRG_03424	CPAR2_207560	CAGL0F03773g	myID1975
C1_09350W_A	CTRG_03425	CPAR2_207550	CAGL0L10978g	myID1976
C1_09330W_A	CTRG_03428	CPAR2_207530	CAGL0K09042g	myID1977
C1_09290C_A	CTRG_03432	CPAR2_207610	CAGL0J03124g	myID1978
C1_12170C_A	CTRG_03434	CPAR2_207620	CAGL0E00407g	myID1979
C1_12160W_A	CTRG_03435	CPAR2_207630	CAGL0C03465g	myID1980
C1_12100C_A	CTRG_03441	CPAR2_804980	CAGL0D00352g	myID1981
C1_12080W_A	CTRG_03443	CPAR2_804970	CAGL0L04554g	myID1982
C1_12050W_A	CTRG_03446	CPAR2_805100	CAGL0M12859g	myID1983
C1_12010C_A	CTRG_03448	CPAR2_805120	CAGL0L05104g	myID1984
C1_11980W_A	CTRG_03451	CPAR2_805170	CAGL0I08525g	myID1985
C1_11880W_A	CTRG_03454	CPAR2_203600	CAGL0G01881g	myID1986
C1_11920W_A	CTRG_03456	CPAR2_803980	CAGL0B01144g	myID1987
C1_11910W_A	CTRG_03457	CPAR2_206740	CAGL0I08063g	myID1988
C1_11900C_A	CTRG_03458	CPAR2_502910	CAGL0K01309g	myID1989
C1_11890W_A	CTRG_03459	CPAR2_805010	CAGL0C04873g	myID1990
C1_11750W_A	CTRG_03461	CPAR2_804540	CAGL0B04455g	myID1991
C1_11870W_A	CTRG_03462	CPAR2_203590	CAGL0K04367g	myID1992
C1_11860W_A	CTRG_03463	CPAR2_203570	CAGL0M03223g	myID1993
C1_11810W_A	CTRG_03466	CPAR2_804490	CAGL0I02662g	myID1994
C1_11800C_A	CTRG_03467	CPAR2_804500	CAGL0H01859g	myID1995
C1_11790W_A	CTRG_03468	CPAR2_804510	CAGL0H01881g	myID1996
C1_11770C_A	CTRG_03469	CPAR2_804520	CAGL0L12452g	myID1997
C1_11660W_A	CTRG_03478	CPAR2_804600	CAGL0H02585g	myID1998
C1_11650W_A	CTRG_03480	CPAR2_206220	CAGL0L12540g	myID1999
C1_11640C_A	CTRG_03482	CPAR2_206230	CAGL0J08437g	myID2000
C1_11630C_A	CTRG_03483	CPAR2_206240	CAGL0B00968g	myID2001
C1_11620W_A	CTRG_03484	CPAR2_203630	CAGL0H07117g	myID2002
C1_11600W_A	CTRG_03486	CPAR2_203650	CAGL0M13321g	myID2003
C1_11590W_A	CTRG_03487	CPAR2_203660	CAGL0L03135g	myID2004
C1_11560C_A	CTRG_03489	CPAR2_203670	CAGL0M01122g	myID2005
C1_11550W_A	CTRG_03490	CPAR2_203690	CAGL0H02057g	myID2006
C1_11540C_A	CTRG_03491	CPAR2_203680	CAGL0F04609g	myID2007
C1_09260C_A	CTRG_03495	CPAR2_203730	CAGL0C04499g	myID2008
C1_09280W_A	CTRG_03497	CPAR2_803690	CAGL0I06226g	myID2009
C4_00350W_A	CTRG_03498	CPAR2_402790	CAGL0M01452g	myID2010
C1_12200W_A	CTRG_03499	CPAR2_803680	CAGL0M08448g	myID2011
C1_12210W_A	CTRG_03500	CPAR2_803670	CAGL0F00253g	myID2012
C1_12220W_A	CTRG_03502	CPAR2_701080	CAGL0K00605g	myID2013
C1_12230W_A	CTRG_03505	CPAR2_701070	CAGL0L08162g	myID2014
C1_12340C_A	CTRG_03506	CPAR2_701060	CAGL0L06732g	myID2015
C1_12240C_A	CTRG_03507	CPAR2_701050	CAGL0G01606g	myID2016
C1_12280C_A	CTRG_03509	CPAR2_701010	CAGL0L02233g	myID2017
C1_12270W_A	CTRG_03510	CPAR2_701020	CAGL0K03355g	myID2018
C1_12260W_A	CTRG_03512	CPAR2_701030	CAGL0K11594g	myID2019
C1_12310C_A	CTRG_03515	CPAR2_700790	CAGL0I07975g	myID2020
C1_12320C_A	CTRG_03516	CPAR2_700780	CAGL0I07969g	myID2021
C1_12350W_A	CTRG_03518	CPAR2_700760	CAGL0H04411g	myID2022
C1_12360C_A	CTRG_03519	CPAR2_700750	CAGL0I07557g	myID2023
C1_12370W_A	CTRG_03520	CPAR2_700740	CAGL0D03278g	myID2024
C1_12380C_A	CTRG_03521	CPAR2_700730	CAGL0I07579g	myID2025
C1_12410C_A	CTRG_03523	CPAR2_700710	CAGL0I07513g	myID2026
C1_12430W_A	CTRG_03525	CPAR2_700700	CAGL0I07953g	myID2027
C1_12440W_A	CTRG_03530	CPAR2_700690	CAGL0I07931g	myID2028
C1_12450C_A	CTRG_03531	CPAR2_700680	CAGL0I07909g	myID2029
C1_12490W_A	CTRG_03536	CPAR2_201760	CAGL0J04312g	myID2030
C1_12510W_A	CTRG_03537	CPAR2_201770	CAGL0L12144g	myID2031
C1_12520W_A	CTRG_03538	CPAR2_201780	CAGL0B01705g	myID2032
C1_12550C_A	CTRG_03541	CPAR2_201880	CAGL0K02431g	myID2033
C1_12560C_A	CTRG_03542	CPAR2_201870	CAGL0L12100g	myID2034
C1_12570C_A	CTRG_03543	CPAR2_201860	CAGL0H05863g	myID2035
C1_12580W_A	CTRG_03544	CPAR2_201850	CAGL0L06358g	myID2036
C1_12590W_A	CTRG_03545	CPAR2_201840	CAGL0K02409g	myID2037
C1_12680W_A	CTRG_03546	CPAR2_201660	CAGL0K03861g	myID2038
C1_12670C_A	CTRG_03547	CPAR2_201670	CAGL0H10098g	myID2039
C1_12660W_A	CTRG_03548	CPAR2_201680	CAGL0H03179g	myID2040
C1_12650C_A	CTRG_03549	CPAR2_201690	CAGL0H03157g	myID2041
C1_12630C_A	CTRG_03551	CPAR2_202740	CAGL0E01023g	myID2042
C1_12620W_A	CTRG_03552	CPAR2_202750	CAGL0D06622g	myID2043
C1_12610W_A	CTRG_03553	CPAR2_201820	CAGL0E03520g	myID2044
C1_12600C_A	CTRG_03554	CPAR2_201830	CAGL0K02387g	myID2045
C1_12750C_A	CTRG_03560	CPAR2_201390	CAGL0A02772g	myID2046
C1_12760W_A	CTRG_03561	CPAR2_201380	CAGL0A02673g	myID2047
C1_12770W_A	CTRG_03562	CPAR2_201360	CAGL0M01804g	myID2048
C1_12790C_A	CTRG_03563	CPAR2_201340	CAGL0L08184g	myID2049
C1_12810W_A	CTRG_03565	CPAR2_201320	CAGL0F05203g	myID2050
C1_12820C_A	CTRG_03566	CPAR2_201310	CAGL0I07799g	myID2051
C1_12830C_A	CTRG_03567	CPAR2_201300	CAGL0I07821g	myID2052
C1_12960C_A	CTRG_03570	CPAR2_801640	CAGL0J08206g	myID2053
C1_12970C_A	CTRG_03576	CPAR2_801630	CAGL0J08228g	myID2054
C1_13010W_A	CTRG_03579	CPAR2_801670	CAGL0F01573g	myID2055
C1_13020C_A	CTRG_03580	CPAR2_801680	CAGL0F01595g	myID2056
C1_13030C_A	CTRG_03581	CPAR2_801890	CAGL0J07744g	myID2057
C1_13060C_A	CTRG_03582	CPAR2_801870	CAGL0F01529g	myID2058
C1_13110C_A	CTRG_03585	CPAR2_801800	CAGL0I04840g	myID2059
C1_13120C_A	CTRG_03588	CPAR2_801810	CAGL0M03707g	myID2060
C1_13190W_A	CTRG_03591	CPAR2_801770	CAGL0G01892g	myID2061
C1_13170C_A	CTRG_03593	CPAR2_801760	CAGL0G08129g	myID2062
C1_13200C_A	CTRG_03595	CPAR2_801740	CAGL0M11638g	myID2063
C1_13220C_A	CTRG_03596	CPAR2_801730	CAGL0M08712g	myID2064
C1_13290W_A	CTRG_03600	CPAR2_202650	CAGL0B00616g	myID2065
C1_13270W_A	CTRG_03601	CPAR2_202640	CAGL0B00638g	myID2066
C1_13280C_A	CTRG_03603	CPAR2_202660	CAGL0J00627g	myID2067
C1_13300C_A	CTRG_03604	CPAR2_202670	CAGL0J00605g	myID2068
C1_13310W_A	CTRG_03605	CPAR2_202680	CAGL0F02453g	myID2069
C1_13330C_A	CTRG_03607	CPAR2_202700	CAGL0M04609g	myID2070
C1_13350W_A	CTRG_03608	CPAR2_202710	CAGL0E04312g	myID2071
C1_13360C_A	CTRG_03612	CPAR2_202720	CAGL0M04587g	myID2072
C1_13370W_A	CTRG_03613	CPAR2_202730	CAGL0E01067g	myID2073
C1_13380W_A	CTRG_03615	CPAR2_202830	CAGL0L05896g	myID2074
C1_13400C_A	CTRG_03617	CPAR2_202850	CAGL0K02365g	myID2075
C1_13410W_A	CTRG_03618	CPAR2_202900	CAGL0D06578g	myID2076
C1_13420C_A	CTRG_03619	CPAR2_202910	CAGL0L05874g	myID2077
C1_13470W_A	CTRG_03622	CPAR2_202940	CAGL0D06600g	myID2078
C1_13730C_A	CTRG_03623	CPAR2_201600	CAGL0L07678g	myID2079
C1_13720W_A	CTRG_03624	CPAR2_201590	CAGL0A01067g	myID2080
C1_13710C_A	CTRG_03625	CPAR2_201580	CAGL0D04394g	myID2081
C1_13700W_A	CTRG_03626	CPAR2_201570	CAGL0K12694g	myID2082
C1_13690C_A	CTRG_03627	CPAR2_201560	CAGL0E05258g	myID2083
C1_13680C_A	CTRG_03628	CPAR2_201550	CAGL0M12188g	myID2084
C1_13670W_A	CTRG_03629	CPAR2_201540	CAGL0I01320g	myID2085
C1_13660W_A	CTRG_03630	CPAR2_201530	CAGL0I04224g	myID2086
C1_13650C_A	CTRG_03631	CPAR2_201520	CAGL0I04202g	myID2087
C1_13640W_A	CTRG_03632	CPAR2_201510	CAGL0L09339g	myID2088
C1_13630W_A	CTRG_03633	CPAR2_201500	CAGL0K10736g	myID2089
C1_13610C_A	CTRG_03637	CPAR2_201420	CAGL0F03047g	myID2090
C1_13600W_A	CTRG_03638	CPAR2_201430	CAGL0F04125g	myID2091
C1_13580W_A	CTRG_03639	CPAR2_202780	CAGL0M01782g	myID2092
C1_13570W_A	CTRG_03640	CPAR2_202800	CAGL0L05962g	myID2093
C1_13560W_A	CTRG_03641	CPAR2_202810	CAGL0L05918g	myID2094
C1_13550C_A	CTRG_03642	CPAR2_202820	CAGL0L05852g	myID2095
C1_13540W_A	CTRG_03643	CPAR2_201710	CAGL0H03223g	myID2096
C1_13490C_A	CTRG_03646	CPAR2_700370	CAGL0C04961g	myID2097
C1_13480W_A	CTRG_03648	CPAR2_700380	CAGL0G03289g	myID2098
C1_13740W_A	CTRG_03649	CPAR2_201610	CAGL0A01155g	myID2099
C1_13760W_A	CTRG_03651	CPAR2_201630	CAGL0B03597g	myID2100
