orf19.6103	CAWG_01357	CD36_00100	CTRG1_04282	CTRG_04282	---	---	---	---	---	DEHA2A13332g	PICST_28175	CANTEDRAFT_114386	SPAPADRAFT_53067	PGUG_01091	CLUG_03452	B9J08_001269	YER046W
orf19.3624	CAWG_05939	CD36_22680	CTRG1_01850	CTRG_01850	CPAR2_806700	CMET_5736	CORT1C02480	CORT0C02480	LELG_02532	DEHA2B15158g	PICST_83466	CANTEDRAFT_135022	SPAPADRAFT_136800	PGUG_02338	CLUG_05510	B9J08_005521	YMR287C
orf19.3623	CAWG_05940	CD36_22690	CTRG1_01853	CTRG_01853	CPAR2_806690	CMET_5735	CORT1C02490	CORT0C02490	LELG_02533	DEHA2B15136g	PICST_59451	CANTEDRAFT_114507	SPAPADRAFT_54808	PGUG_02337	CLUG_03080	B9J08_000133	YFR031C
orf19.3622	CAWG_05941	CD36_22700	CTRG1_01854	CTRG_01854	CPAR2_806680	---	CORT1C02500	CORT0C02500	LELG_02534	DEHA2B15114g	PICST_77556	CANTEDRAFT_112979	SPAPADRAFT_60143	PGUG_02336	CLUG_03079	B9J08_000132	YEL036C
orf19.3621	CAWG_05942	CD36_22710	CTRG1_01855	CTRG_01855	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.3618	CAWG_05943	CD36_22720	CTRG1_01856	CTRG_01856	CPAR2_806670	CMET_5734	CORT1C02510	CORT0C02510	LELG_02425	DEHA2A14366g	PICST_67638	---	SPAPADRAFT_137212	PGUG_02340	CLUG_00242	B9J08_003550	---
orf19.3617	CAWG_05944	CD36_22730	CTRG1_01857	CTRG_01857	CPAR2_406750	CMET_2028	CORT1C06170	CORT0C06170	LELG_02427	DEHA2D02574g	PICST_35930	CANTEDRAFT_132749	SPAPADRAFT_60280	PGUG_05131	CLUG_00486	B9J08_004588	YML121W
orf19.3616	CAWG_05945	CD36_22740	CTRG1_01858	CTRG_01858	CPAR2_406760	CMET_2029	CORT1C06180	CORT0C06180	LELG_02428	DEHA2D02552g	PICST_83429	CANTEDRAFT_112210	SPAPADRAFT_60279	PGUG_05132	CLUG_00485	B9J08_004587	YHR190W
orf19.6082	CAWG_01344	CD36_00210	CTRG1_04295	CTRG_04295	CPAR2_109650	CMET_149	CORT1B10730	CORT0B10730	LELG_01461	DEHA2A07392g	PICST_85931	CANTEDRAFT_126748	SPAPADRAFT_57684	PGUG_02100	CLUG_00396	B9J08_000383	YML048W
orf19.3689	CAWG_01151	CD36_02170	CTRG1_04637	CTRG_04637	CPAR2_106310	CMET_5326	CORT1B07550	CORT0B07550	LELG_01640	DEHA2C02068g	PICST_57978	CANTEDRAFT_132536	SPAPADRAFT_145399	PGUG_01160	CLUG_01709	B9J08_000954	YLR345W
orf19.3615	CAWG_05946	CD36_22750	CTRG1_01859	CTRG_01859	CPAR2_406770	CMET_2030	CORT1C02000	CORT0C02000	LELG_02429	DEHA2D02530g	PICST_58602	cten_CGOB_00189	SPAPADRAFT_60278	PGUG_05133	CLUG_00484	B9J08_004586	YPL191C
orf19.3613	CAWG_05947	CD36_22760	CTRG1_01860	CTRG_01860	CPAR2_406860	CMET_2031	---	---	LELG_02430	DEHA2D02508g	PICST_45484	CANTEDRAFT_100532	SPAPADRAFT_49866	PGUG_05134	CLUG_00483	B9J08_004585	YBR279W
orf19.3612	CAWG_05948	CD36_22770	CTRG1_01861	CTRG_01861	CPAR2_406820	CMET_2033	CORT1C06190	CORT0C06190	LELG_02431	---	PICST_44845	---	---	---	---	---	---
orf19.3611	CAWG_05949	CD36_22780	CTRG1_01863	CTRG_01863	CPAR2_405230	---	CORT1C04640	CORT0C04640	LELG_02763	DEHA2B11528g	PICST_58506	CANTEDRAFT_112267	SPAPADRAFT_60199	PGUG_01736	CLUG_00538	B9J08_003888	---
orf19.3610	CAWG_05950	CD36_22830	CTRG1_01864	CTRG_01864	---	---	---	---	LELG_02762	DEHA2B11506g	PICST_67615	CANTEDRAFT_112265	SPAPADRAFT_70828	PGUG_01734	CLUG_00537	B9J08_003887	---
orf19.3609	CAWG_05951	CD36_22840	CTRG1_01866	CTRG_01866	CPAR2_806740	CMET_5740	CORT1C02440	CORT0C02440	LELG_02529	DEHA2B01760g	PICST_89153	CANTEDRAFT_116831	SPAPADRAFT_60140	PGUG_00031	CLUG_03127	B9J08_003021	YMR093W
orf19.3608	CAWG_05952	CD36_22850	CTRG1_01949	CTRG_01949	CPAR2_806530	CMET_5721	CORT1C02620	CORT0C02620	LELG_02545	DEHA2B13574g	PICST_59113	CANTEDRAFT_126075	SPAPADRAFT_70807	PGUG_01807	CLUG_05299	B9J08_004791	YCR092C
orf19.3607	CAWG_05953	CD36_22860	CTRG1_01948	CTRG_01948	CPAR2_806540	CMET_5723	CORT1C02610	CORT0C02610	---	DEHA2B13596g	PICST_44442	CANTEDRAFT_108823	SPAPADRAFT_60173	PGUG_01808	CLUG_05300	B9J08_004792	---
orf19.3606	CAWG_05954	CD36_22870	CTRG1_01947	CTRG_01947	CPAR2_806550	CMET_5724	CORT1C02600	CORT0C02600	---	DEHA2B13618g	PICST_45467	CANTEDRAFT_115784	SPAPADRAFT_60171	PGUG_01810	CLUG_05301	B9J08_004793	YDL123W
orf19.3605	CAWG_05955	CD36_22880	CTRG1_01946	CTRG_01946	CPAR2_806350	CMET_5699	CORT1C02790	CORT0C02790	LELG_02592	DEHA2C09504g	PICST_44738	CANTEDRAFT_116747	SPAPADRAFT_60228	PGUG_03751	CLUG_02536	B9J08_005193	---
orf19.3690.2	CAWG_01150	CD36_02180	CTRG1_CGOB_00021	ctro_CGOB_00021	CPAR2_106320	CMET_5327	CORT1B07560	CORT0B07560	lelo_CGOB_00021	DEHA2C02046g	PICST_65387	CANTEDRAFT_128644	SPAPADRAFT_57944	PGUG_01161	clus_CGOB_00010	B9J08_000955	YGR034W
orf19.3604	CAWG_05956	CD36_22890	CTRG1_01945	CTRG_01945	CPAR2_806360	CMET_5704	CORT1C02780	CORT0C02780	LELG_02591	DEHA2C09526g	PICST_31552	cten_CGOB_00209	spas_CGOB_00091	PGUG_03749	CLUG_02535	B9J08_005192	YNL215W
orf19.3603	CAWG_05957	CD36_22900	CTRG1_01944	CTRG_01944	CPAR2_806370	CMET_5705	CORT1C02770	CORT0C02770	LELG_02590	DEHA2C09548g	PICST_11238	cten_CGOB_00260	SPAPADRAFT_60226	PGUG_03748	CLUG_02534	B9J08_005191	YDL233W
orf19.3601	CAWG_05958	CD36_22910	CTRG1_01943	CTRG_01943	---	---	---	---	LELG_02593	DEHA2C09570g	PICST_31554	CANTEDRAFT_95696	SPAPADRAFT_65903	PGUG_03747	CLUG_02533	B9J08_005190	---
orf19.3600	CAWG_05959	CD36_22920	CTRG1_01942	CTRG_01942	---	---	---	---	---	DEHA2C09592g	---	---	SPAPADRAFT_49814	---	---	---	---
orf19.3599	---	CD36_22930	CTRG1_01941	CTRG_01941	CPAR2_404340	CMET_1779	CORT1C03710	CORT0C03710	LELG_02594	DEHA2C09614g	PICST_67602	CANTEDRAFT_111881	SPAPADRAFT_60225	PGUG_03746	CLUG_02531	B9J08_005188	YGR162W
orf19.3594	wo-1_CGOB_00053	CD36_22940	CTRG1_CGOB_00187	ctro_CGOB_00187	CPAR2_404350	---	CORT1C03700	CORT0C03700	lelo_CGOB_00048	DEHA2C09636g	PICST_58749	CANTEDRAFT_116300	SPAPADRAFT_136251	cgui_CGOB_00215	clus_CGOB_00080	B9J08_005187	---
orf19.3593	CAWG_05961	CD36_22950	CTRG1_01940	CTRG_01940	CPAR2_404360	CMET_1763	CORT1C03690	CORT0C03690	LELG_02595	DEHA2C09658g	PICST_71824	CANTEDRAFT_116302	SPAPADRAFT_135694	PGUG_03744	CLUG_02530	B9J08_005186	YGL048C
orf19.3592	CAWG_05962	CD36_22960	CTRG1_01939	CTRG_01939	CPAR2_404260	CMET_1765	CORT1C03670	CORT0C03670	LELG_02606	DEHA2C09680g	PICST_89325	cten_CGOB_00147	SPAPADRAFT_150215	PGUG_03743	CLUG_02529	B9J08_005185	YJL073W
orf19.3591	CAWG_05963	CD36_22970	CTRG1_01938	CTRG_01938	CPAR2_404250	CMET_1766	CORT1C03660	CORT0C03660	LELG_02607	DEHA2C09702g	PICST_89245	CANTEDRAFT_116304	SPAPADRAFT_60220	PGUG_03742	CLUG_02528	B9J08_005184	YBR286W
orf19.3590	CAWG_05964	CD36_22980	CTRG1_01937	CTRG_01937	CPAR2_806200	CMET_5686	CORT1C02940	CORT0C02940	LELG_02577	DEHA2B13090g	PICST_83097	CANTEDRAFT_113314	SPAPADRAFT_60239	PGUG_01792	CLUG_00512	B9J08_000498	YBR011C
orf19.3691	CAWG_01149	CD36_02190	CTRG1_04636	CTRG_04636	CPAR2_106330	CMET_5328	CORT1B07570	CORT0B07570	LELG_01629	DEHA2C02002g	PICST_56763	CANTEDRAFT_132405	SPAPADRAFT_145402	PGUG_01162	CLUG_01708	B9J08_000957	YGR033C
orf19.3589	CAWG_05965	CD36_22990	CTRG1_01936	CTRG_01936	CPAR2_806190	CMET_5685	CORT1C02950	CORT0C02950	LELG_02576	DEHA2B13112g	PICST_31531	CANTEDRAFT_133853	SPAPADRAFT_54879	PGUG_01793	CLUG_00511	B9J08_000499	YHL022C
orf19.3586	CAWG_05966	CD36_23000	CTRG1_01935	CTRG_01935	CPAR2_806180	CMET_5684	CORT1C02960	CORT0C02960	LELG_02575	DEHA2B13134g	PICST_45170	CANTEDRAFT_113313	SPAPADRAFT_60238	PGUG_01794	CLUG_00509	B9J08_000500	YBR005W
orf19.3585	CAWG_05967	CD36_23010	CTRG1_01950	CTRG_01950	CPAR2_806470	CMET_5716	CORT1C02680	CORT0C02680	LELG_02551	DEHA2B13398g	PICST_44648	CANTEDRAFT_113305	SPAPADRAFT_54839	PGUG_01802	CLUG_00498	---	YNR046W
orf19.225	CAWG_05968	CD36_23020	CTRG1_01808	CTRG_01808	CPAR2_407610	CMET_2109	CORT1C06960	CORT0C06960	LELG_02350	DEHA2C14916g	PICST_31562	CANTEDRAFT_113563	SPAPADRAFT_60219	---	CLUG_02527	B9J08_005183	---
orf19.223	CAWG_05969	CD36_23040	CTRG1_01951	CTRG_01951	CPAR2_806480	CMET_5717	CORT1C02670	CORT0C02670	LELG_02550	DEHA2B13420g	PICST_77777	CANTEDRAFT_120120	SPAPADRAFT_150117	PGUG_01803	CLUG_05290	B9J08_004785	YNR047W
orf19.220	CAWG_05970	CD36_23050	CTRG1_01952	CTRG_01952	CPAR2_806490	CMET_5718	CORT1C02660	CORT0C02660	LELG_02549	DEHA2B13442g	PICST_35989	CANTEDRAFT_113304	---	PGUG_01804	CLUG_05291	B9J08_004786	YKL164C
orf19.218	CAWG_05971	CD36_23060	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.217	CAWG_05972	CD36_23070	CTRG1_01953	CTRG_01953	CPAR2_806500	CMET_5719	CORT1C02650	CORT0C02650	LELG_02546	---	PICST_67626	CANTEDRAFT_113303	---	PGUG_01805	---	B9J08_004787	YPR013C
orf19.216.1	wo-1_CGOB_00014	cdub_CGOB_00025	CTRG1_CGOB_00035	ctro_CGOB_00035	CPAR2_806510	---	CORT1C02640	CORT0C02640	lelo_CGOB_00098	DEHA2B13508g	PICST_59544	CANTEDRAFT_109089	SPAPADRAFT_137450	cgui_CGOB_00073	clus_CGOB_00038	---	---
orf19.216	---	CD36_23080	CTRG1_01954	CTRG_01954	---	---	---	---	---	DEHA2B13530g	PICST_59682	CANTEDRAFT_131682	SPAPADRAFT_60175	---	CLUG_05293	B9J08_004788	---
orf19.3693	CAWG_01148	CD36_02200	CTRG1_04635	CTRG_04635	CPAR2_106340	CMET_5329	CORT1B07580	CORT0B07580	---	---	PICST_16361	CANTEDRAFT_128231	SPAPADRAFT_145406	---	---	B9J08_000958	YLR343W
orf19.215	CAWG_05975	CD36_23100	CTRG1_01955	CTRG_01955	CPAR2_806520	CMET_5720	CORT1C02630	CORT0C02630	---	DEHA2B13552g	PICST_65625	CANTEDRAFT_115783	SPAPADRAFT_137304	PGUG_01806	CLUG_05298	B9J08_004789	YMR068W
orf19.213	CAWG_05976	CD36_23110	CTRG1_01957	CTRG_01957	CPAR2_806460	CMET_5715	CORT1C02690	CORT0C02690	LELG_02552	DEHA2B09658g	PICST_83198	CANTEDRAFT_99506	SPAPADRAFT_60181	PGUG_02119	CLUG_04168	B9J08_002430	YFR052W
orf19.212	CAWG_05977	CD36_23120	CTRG1_01958	CTRG_01958	CPAR2_806450	CMET_5714	CORT1C02700	CORT0C02700	LELG_02553	DEHA2B09636g	PICST_59512	CANTEDRAFT_115973	SPAPADRAFT_150125	PGUG_02120	CLUG_04169	B9J08_002431	YPL065W
orf19.211	CAWG_05978	CD36_23130	CTRG1_01959	CTRG_01959	---	---	---	---	---	DEHA2B15906g	PICST_44707	---	SPAPADRAFT_70814	PGUG_04010	CLUG_05201	---	---
orf19.210	CAWG_05979	CD36_23140	CTRG1_01960	CTRG_01960	CPAR2_806430	CMET_5712	CORT1C02720	CORT0C02720	LELG_02554	DEHA2B09614g	PICST_58324	CANTEDRAFT_99508	SPAPADRAFT_136447	PGUG_02121	CLUG_04171	B9J08_002432	YPL066W
orf19.209	CAWG_05980	CD36_23150	CTRG1_01961	CTRG_01961	CPAR2_806440	CMET_5713	CORT1C02710	CORT0C02710	LELG_02555	DEHA2B09592g	PICST_31592	CANTEDRAFT_115976	SPAPADRAFT_60183	PGUG_02122	CLUG_04172	B9J08_002433	YIL049W
orf19.207	CAWG_05981	CD36_23160	CTRG1_01967	CTRG_01967	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.206	CAWG_05982	CD36_23170	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.204	CAWG_05983	CD36_23180	CTRG1_01968	CTRG_01968	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.203	CAWG_05984	CD36_23190	CTRG1_01969	CTRG_01969	CPAR2_404660	CMET_1819	CORT1C04090	CORT0C04090	LELG_02572	DEHA2B09944g	PICST_59569	CANTEDRAFT_126576	SPAPADRAFT_60188	PGUG_02111	CLUG_04162	B9J08_002423	YDR169C
orf19.3694	CAWG_01147	CD36_02210	CTRG1_04634	CTRG_04634	CPAR2_106350	CMET_5330	CORT1B07590	CORT0B07590	LELG_01628	DEHA2C01980g	PICST_14509	CANTEDRAFT_116785	SPAPADRAFT_57948	PGUG_01163	CLUG_01707	B9J08_000959	---
orf19.202	CAWG_05985	CD36_23200	CTRG1_01970	CTRG_01970	CPAR2_404670	CMET_1820	CORT1C04100	CORT0C04100	LELG_02570	DEHA2B09922g	PICST_83251	CANTEDRAFT_131842	SPAPADRAFT_136434	PGUG_02112	CLUG_04163	B9J08_002424	YBR202W
orf19.201	---	CD36_23210	CTRG1_01971	CTRG_01971	CPAR2_404680	CMET_1822	CORT1C04110	CORT0C04110	LELG_05082	DEHA2B09900g	PICST_59170	CANTEDRAFT_111416	---	PGUG_02113	CLUG_04164	B9J08_002425	---
orf19.200	CAWG_05986	CD36_23220	CTRG1_01972	CTRG_01972	CPAR2_404700	CMET_1824	CORT1C04130	CORT0C04130	LELG_02566	DEHA2B09856g	PICST_22536	CANTEDRAFT_110409	SPAPADRAFT_60185	PGUG_02114	CLUG_04165	B9J08_002426	YER063W
orf19.199	CAWG_05987	CD36_23230	CTRG1_01973	CTRG_01973	CPAR2_404710	CMET_1825	CORT1C04140	CORT0C04140	LELG_02565	DEHA2B09834g	PICST_31589	CANTEDRAFT_115970	SPAPADRAFT_49780	PGUG_02116	---	---	---
orf19.198	CAWG_05988	CD36_23240	CTRG1_01919	CTRG_01919	CPAR2_805880	CMET_5655	CORT1C03270	CORT0C03270	LELG_02563	DEHA2B09680g	PICST_83540	CANTEDRAFT_111272	SPAPADRAFT_137445	PGUG_02118	CLUG_04167	B9J08_002429	YGR124W
orf19.4066	CAWG_05989	CD36_23250	CTRG1_01920	CTRG_01920	CPAR2_805890	CMET_5656	CORT1C03260	CORT0C03260	LELG_02562	DEHA2B11352g	PICST_59314	CANTEDRAFT_128937	SPAPADRAFT_136622	PGUG_01729	CLUG_00532	B9J08_003884	---
orf19.4067	CAWG_05990	CD36_23260	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.4068	CAWG_05991	CD36_23870	---	---	CPAR2_211330	---	---	---	---	---	---	---	---	---	---	---	---
orf19.4069	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.4070	---	CD36_23270	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.2925	CAWG_01146	CD36_02220	CTRG1_04632	CTRG_04632	CPAR2_106360	CMET_5331	CORT1B07600	CORT0B07600	LELG_01627	DEHA2C01958g	PICST_56609	CANTEDRAFT_128234	SPAPADRAFT_57949	PGUG_01164	CLUG_01706	B9J08_000960	YMR138W
orf19.4072	wo-1_CGOB_00092	CD36_23280	CTRG1_01924	CTRG_01924	CPAR2_806420	---	---	---	LELG_02559	---	---	---	---	---	CLUG_05607	---	YDL223C
orf19.4076	CAWG_05993	CD36_23290	CTRG1_01925	CTRG_01925	CPAR2_806380	CMET_5706	CORT1C02760	CORT0C02760	LELG_02560	DEHA2B15070g	PICST_83457	CANTEDRAFT_93944	SPAPADRAFT_136605	PGUG_02341	CLUG_00239	B9J08_003552	YFR030W
orf19.4077	CAWG_05994	CD36_23310	CTRG1_01978	CTRG_01978	CPAR2_405190	CMET_1874	CORT1C04600	CORT0C04600	LELG_02758	DEHA2B11440g	PICST_83423	CANTEDRAFT_100431	SPAPADRAFT_60194	PGUG_01730	CLUG_00533	B9J08_003885	YPL057C
orf19.4078	CAWG_05995	CD36_23320	CTRG1_01977	CTRG_01977	CPAR2_405200	CMET_1875	CORT1C04610	CORT0C04610	LELG_02759	---	PICST_59559	CANTEDRAFT_91712	SPAPADRAFT_136976	PGUG_01731	CLUG_00535	---	YDR280W
orf19.4079	CAWG_05996	CD36_23330	CTRG1_01976	CTRG_01976	CPAR2_405210	CMET_1876	CORT1C04620	CORT0C04620	LELG_02760	DEHA2B11462g	PICST_77854	CANTEDRAFT_112264	SPAPADRAFT_60195	PGUG_01732	CLUG_00534	B9J08_003886	---
orf19.4080	CAWG_05997	CD36_23340	CTRG1_01975	CTRG_01975	CPAR2_405220	CMET_1877	CORT1C04630	CORT0C04630	LELG_02761	DEHA2B11484g	PICST_65617	cten_CGOB_00207	SPAPADRAFT_136855	PGUG_01733	CLUG_00536	---	YDR279W
orf19.4081	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.4082	CAWG_05999	CD36_23350	CTRG1_01916	CTRG_01916	CPAR2_806310	---	CORT1C02830	CORT0C02830	LELG_02587	---	PICST_31548	---	SPAPADRAFT_60232	PGUG_01968	CLUG_00942	---	YMR173W
orf19.4084	CAWG_06000	CD36_23360	CTRG1_01918	CTRG_01918	CPAR2_806320	CMET_5697	CORT1C02820	CORT0C02820	LELG_02588	DEHA2A10758g	PICST_58903	CANTEDRAFT_116950	SPAPADRAFT_60230	PGUG_01970	CLUG_04789	B9J08_002068	YER027C
orf19.4085	---	CD36_23370	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.2926	CAWG_01145	CD36_02230	CTRG1_04631	CTRG_04631	CPAR2_106370	CMET_5332	CORT1B07610	CORT0B07610	LELG_01626	DEHA2C01936g	PICST_56782	CANTEDRAFT_110531	SPAPADRAFT_69243	PGUG_01165	CLUG_01705	B9J08_000961	YMR137C
orf19.4086	CAWG_06002	CD36_23380	CTRG1_01770	CTRG_01770	CPAR2_407110	CMET_2061	CORT1C06470	CORT0C06470	LELG_02395	DEHA2B02200g	PICST_58142	CANTEDRAFT_116819	SPAPADRAFT_149972	PGUG_02524	CLUG_04365	B9J08_000683	YNL056W
orf19.4088	CAWG_06003	CD36_23390	CTRG1_01769	CTRG_01769	CPAR2_407100	CMET_2060	CORT1C06460	CORT0C06460	LELG_02396	DEHA2B02178g	PICST_31656	CANTEDRAFT_110572	SPAPADRAFT_54793	PGUG_02525	CLUG_04366	B9J08_000682	YDR272W
orf19.4089	CAWG_06004	CD36_23400	CTRG1_01768	CTRG_01768	CPAR2_407090	CMET_2059	CORT1C06450	CORT0C06450	LELG_02397	DEHA2B02156g	PICST_58171	CANTEDRAFT_116820	SPAPADRAFT_60126	PGUG_02526	CLUG_02849	B9J08_003037	YOR057W
orf19.4090	CAWG_06005	CD36_23410	CTRG1_01881	CTRG_01881	CPAR2_407080	CMET_2058	CORT1C06440	CORT0C06440	---	DEHA2B02134g	PICST_45095	CANTEDRAFT_132443	SPAPADRAFT_62503	PGUG_02560	CLUG_02848	B9J08_003036	---
orf19.4090.1	CAWG_06006	CD36_23415	CTRG1_01880	CTRG_01880	CPAR2_405920	CMET_1943	CORT1C05320	CORT0C05320	LELG_02516	DEHA2B01892g	PICST_58812	CANTEDRAFT_116827	SPAPADRAFT_60134	PGUG_02534	CLUG_03120	B9J08_003028	YGR105W
orf19.4091	CAWG_06007	CD36_23420	CTRG1_01879	CTRG_01879	CPAR2_405930	CMET_1944	CORT1C05330	CORT0C05330	LELG_02515	DEHA2B01914g	PICST_83532	CANTEDRAFT_116825	SPAPADRAFT_150001	PGUG_02533	CLUG_03119	B9J08_003029	YGR104C
orf19.4092	CAWG_06008	CD36_23430	CTRG1_01878	CTRG_01878	CPAR2_101500	CMET_2979	CORT1F01590	CORT0F01590	LELG_03967	DEHA2B01936g	PICST_59241	cten_CGOB_00155	SPAPADRAFT_135685	PGUG_02532	CLUG_03118	B9J08_003030	YGR102C
orf19.4093	CAWG_06009	CD36_23440	CTRG1_01877	CTRG_01877	CPAR2_405940	CMET_1945	CORT1C05340	CORT0C05340	LELG_02513	DEHA2B01958g	PICST_71704	CANTEDRAFT_116824	SPAPADRAFT_49732	PGUG_02531	CLUG_01633	B9J08_003031	YGR103W
orf19.4094	CAWG_06010	CD36_23450	CTRG1_01876	CTRG_01876	CPAR2_407010	CMET_2051	CORT1C06370	CORT0C06370	LELG_02400	DEHA2B01980g	psti_CGOB_00199	cten_CGOB_00249	SPAPADRAFT_137569	---	CLUG_01634	---	---
orf19.4095	CAWG_06011	CD36_23460	CTRG1_01875	CTRG_01875	CPAR2_407020	CMET_2052	CORT1C06380	CORT0C06380	---	DEHA2B02002g	PICST_31649	---	---	---	---	---	---
orf19.2927	CAWG_01144	CD36_02240	CTRG1_04663	CTRG_04663	CPAR2_106380	CMET_5333	CORT1B07620	CORT0B07620	LELG_01625	DEHA2C01914g	PICST_71165	CANTEDRAFT_116786	SPAPADRAFT_132521	PGUG_01166	CLUG_01703	B9J08_000963	YJL183W
orf19.4096	CAWG_06012	CD36_23470	CTRG1_01874	CTRG_01874	CPAR2_407040	CMET_2054	CORT1C06400	CORT0C06400	LELG_02399	DEHA2B02024g	PICST_89421	CANTEDRAFT_111988	SPAPADRAFT_60127	PGUG_02530	CLUG_01636	B9J08_003032	YPR140W
orf19.4097	CAWG_06013	CD36_23480	CTRG1_01873	CTRG_01873	CPAR2_407050	CMET_2055	CORT1C06410	CORT0C06410	LELG_02398	DEHA2B02046g	PICST_31651	CANTEDRAFT_116822	SPAPADRAFT_136413	PGUG_02529	CLUG_01637	B9J08_003033	---
orf19.564	CAWG_06014	CD36_23490	CTRG1_01872	CTRG_01872	CPAR2_407060	CMET_2056	CORT1C06420	CORT0C06420	LELG_04611	DEHA2B02068g	PICST_31652	CANTEDRAFT_128346	SPAPADRAFT_136354	PGUG_02528	CLUG_01638	B9J08_003034	YPR141C
orf19.563	CAWG_06015	CD36_23500	CTRG1_01871	CTRG_01871	CPAR2_407070	CMET_2057	CORT1C06430	CORT0C06430	LELG_04610	DEHA2B02090g	PICST_83688	CANTEDRAFT_116821	SPAPADRAFT_149982	PGUG_02527	CLUG_02847	B9J08_003035	YPR143W
orf19.1597	CAWG_06016	CD36_23510	CTRG1_01870	CTRG_01870	CPAR2_405910	CMET_1942	CORT1C05310	CORT0C05310	LELG_02517	DEHA2B01870g	PICST_77906	CANTEDRAFT_96203	SPAPADRAFT_49735	PGUG_02535	CLUG_03121	B9J08_003027	YGR106C
orf19.1598	CAWG_06017	CD36_23520	CTRG1_01869	CTRG_01869	CPAR2_405900	CMET_1941	CORT1C05300	CORT0C05300	LELG_02518	DEHA2C15752g	PICST_36016	CANTEDRAFT_137235	SPAPADRAFT_60137	PGUG_02536	CLUG_03122	B9J08_003026	YNL280C
orf19.1599	CAWG_06018	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.1600	CAWG_06019	CD36_23530	CTRG1_01868	CTRG_01868	CPAR2_406140	CMET_1966	CORT1C05540	CORT0C05540	LELG_02527	DEHA2B01826g	psti_CGOB_00198	CANTEDRAFT_116829	SPAPADRAFT_60138	PGUG_02537	CLUG_03123	B9J08_003025	---
orf19.1601	CAWG_06020	CD36_23540	CTRG1_01867	CTRG_01867	CPAR2_406150	CMET_1967	CORT1C05550	CORT0C05550	LELG_02528	DEHA2B01804g	PICST_88844	CANTEDRAFT_116830	SPAPADRAFT_60139	PGUG_02539	CLUG_03125	B9J08_003023	YOR063W
orf19.1604	CAWG_06021	CD36_23560	CTRG1_01992	CTRG_01992	CPAR2_805700	CMET_160	CORT1C03460	CORT0C03460	LELG_02619	DEHA2A10890g	PICST_10382	CANTEDRAFT_137370	SPAPADRAFT_150267	PGUG_01963	CLUG_02809	B9J08_000095	---
orf19.2928	CAWG_01143	CD36_02250	CTRG1_04662	CTRG_04662	CPAR2_106390	CMET_5334	CORT1B07630	CORT0B07630	LELG_01624	DEHA2C01892g	PICST_43715	CANTEDRAFT_116787	SPAPADRAFT_130689	PGUG_01167	CLUG_01704	B9J08_000962	YOL107W
orf19.1605	CAWG_06022	CD36_23570	CTRG1_02080	CTRG_02080	CPAR2_806260	CMET_5691	CORT1C02880	CORT0C02880	LELG_02582	DEHA2A10868g	PICST_58454	CANTEDRAFT_96340	SPAPADRAFT_150269	PGUG_01964	CLUG_02808	B9J08_000094	YNL082W
orf19.1406	CAWG_06023	CD36_23580	CTRG1_02713	CTRG_02713	CPAR2_806270	CMET_5692	CORT1C02870	CORT0C02870	LELG_02583	DEHA2A10846g	PICST_35960	CANTEDRAFT_137368	spas_CGOB_00080	PGUG_01965	CLUG_02807	---	YIL139C
orf19.1405	CAWG_06024	CD36_23590	CTRG1_02739	CTRG_02739	CPAR2_806280	CMET_5693	CORT1C02860	CORT0C02860	LELG_02584	---	---	---	---	---	---	---	---
orf19.1404	CAWG_06025	CD36_23600	CTRG1_02079	CTRG_02079	CPAR2_806250	CMET_5690	CORT1C02890	CORT0C02890	LELG_02581	DEHA2D06512g	PICST_58121	CANTEDRAFT_99042	SPAPADRAFT_136292	PGUG_02472	CLUG_01373	B9J08_001945	YML080W
orf19.1403	CAWG_06026	CD36_23610	CTRG1_02078	CTRG_02078	CPAR2_806290	CMET_5694	CORT1C02850	CORT0C02850	LELG_02585	DEHA2A10824g	PICST_31546	CANTEDRAFT_110026	SPAPADRAFT_135727	PGUG_01966	CLUG_02806	B9J08_000093	YNL083W
orf19.1402	CAWG_06027	CD36_23620	CTRG1_02077	CTRG_02077	CPAR2_806300	CMET_5695	CORT1C02840	CORT0C02840	LELG_02586	DEHA2A10780g	PICST_89309	CANTEDRAFT_116952	SPAPADRAFT_60233	PGUG_01967	CLUG_00922	B9J08_004992	YIL142W
orf19.1401	CAWG_06028	CD36_23630	CTRG1_02074	CTRG_02074	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.1400	CAWG_06029	CD36_23640	CTRG1_02073	CTRG_02073	CPAR2_406130	CMET_1965	CORT1C05530	CORT0C05530	LELG_02526	DEHA2B11176g	PICST_59093	CANTEDRAFT_116273	SPAPADRAFT_49746	PGUG_01722	CLUG_02723	B9J08_005288	---
